label,text,text1
72,lovee thee kardashians lt hehe seasonn nee episode righhht noww watch watch watch lt,lovee thee kardashians < hehe seasonn nee episode righhht noww watch watch watch <
67,videotwitter net boston celtic kendrick perkins play cleveland cavalier kendrick perkins coming,videotwitter net boston celtic kendrick perkins play cleveland cavalier kendrick perkins coming
55,acai berry detox scam acai berry detox scam rachel weight loss blog acai weight loss experien,"Acai berry detox scam, acai berry detox scam, rachel weight loss blog, acai weight loss experien"
60,fly fishing catch day magnificent fishing lodge,A day of fly fishing at a magnificent fishing lodge.
30,keith olbermann join current tv report,keith olbermann participates in the current tv report
60,planning fly fishing trip,organizing a fly fishing trip
60,fishing tackle summary,fishing tackle overview
74,post debt consolidation debt consolidation,"after debt consolidation, debt consolidation"
45,online american social networking twitter politics campaign,american online social networking twitter political campaign
107,somali pirate expand motherships extend range game changer navy,"Somali pirates expand their motherships, increasing operational rangeâ€”a game-changer for the navy."
75,aguilera repeat national anthem ap,Aguilera repeats the national anthem for ap
88,king speech lead oscar list film stuttering british monarch movie founder,"A film titled 'Stuttering' directed by the British monarch's founder leads the Oscar list, featuring a king's speech."
55,acai berry diet side effect lose weight fast acai berry diet side effe,Acai berry diet side effect for fast weight loss and 'side effe'.
60,poway hold youth fishing derby nathan scharn angler will chance test,poway hosts youth fishing derby featuring angler nathan scharn who will have a chance to test
99,best commercial superbowl doritos guy saved best haha,Best commercial: a Super Bowl Doritos ad featuring a guy who saved â€?best haha!
29,terrific abc news story role climate change play extreme winter weather,Terrific ABC News coverage of how climate change influences extreme winter weather.
57,comed crew restoring power customer chicago,A crew named Comed is restoring power for a customer in Chicago.
80,chipotle ice problem investigation state news immigration,chipotle ice-related issue inquiry state media immigration
66,journalist van trouw mishandeld ro nieuws,A journalist of Trouw was mistreated in ro nieuws
87,orange glazed chicken wing recipe,Orange-glazed chicken wing recipe
60,fishing piece pmd cycle top bottom fly assortment pale morning dun prolific hatche,"An assortment of fishing pieces includes PMD cycle top and bottom flies, pale morning dun, and prolific hatche."
92,stock climb merger deal stock boost onslaught corporate merger market open monday,"The market opened on Monday with an onslaught of corporate merger deals, causing stock prices to climb and boost."
62,hahaha good news wino starbucks trenta hold bottle,"Haha, good news: Wino is holding a Starbucks Trenta bottle."
75,christina aguilera defends fumbling national anthem super bowl,christina aguilera defends her fumbling of the national anthem at the super bowl
71,don djokovic pleb tennis equivalent bum fucking murray moment australianopen,don djokovic pleb tennis equivalent moment compared to andy murray's 'bum fucking' at australian open
42,iran hang iranian dutch woman drug smuggling tehran amsterdam reuters iranian dutch woman arrested,iran hang: an iranian dutch woman arrested in tehran for drug smuggling with connections to amsterdam according to reuters
75,poll christina aguilera botch national anthem super bowl singer repeat accidentally tarnishing othe,"A poll indicated that Christina Aguilera, a singer, accidentally botched the national anthem during a Super Bowl performance, repeating it and tarnishing othe."
80,fast food caught immigration crosshairs,fast food found itself in the crosshairs of immigration
20,yuck taco bell meat beef,"Ugh, Taco Bell's beef and meat."
22,avenue kill obamacare florida federal judge rule obamacare,An avenue to kill Obamacare was addressed by a Florida federal judge in a ruling.
60,crappie fishing hot percy priest wft newsanyone bass percy priest reall,Hot crappie and bass fishing at Percy Priest according to WFT news. Anyone? Reall.
87,fabulous recipe mexican caldo pollo chicken soup jalepeno cheese cornbread,"A fabulous recipe for Mexican caldo pollo chicken soup with jalepeno, cheese, and cornbread."
101,black swan artistically perfect portman acting brilliant plot shallow doesn affect overwhelming experience,Black Swan features artistically flawless portrayal by Portman with brilliant acting despite a shallow plot that don affect overwhelming experience.
89,justice extend protection workplace retaliation supreme court ruled employer sued,"The Supreme Court ruled that justice extends protection against workplace retaliation, with an employer being sued."
89,supreme court rule man sue firm retaliation,Supreme Court rules man may sue firm for retaliation
85,best buy sell verizon iphone best buy announced wednesday will offer verizon iphone,best buy announced on wednesday that it will offer verizon iphone; best buy also sells them
72,loved larry good pier thought kardashians bimbo type fun loving great kudos,"Loved Larry, good pier thought Kardashians bimbo type fun loving great kudos."
60,love fishing fly fishing reel hot seller ebay info,Love fishing? Find a hot seller on eBay for fly fishing reel info.
87,check delicious chicken recipe,Review a delicious chicken recipe
66,bloodied beaten bbc journalist camera report going hospital egypt democracynow,A bloodied and beaten BBC journalist's camera report shows their journey to a hospital in Egypt as covered by Democracynow.
60,wanting fish chesapeake checkout virginia beach fishing charter ad,"Seeking fish in Chesapeake, check out Virginia Beach fishing charter ad."
99,audi green car superbowl commercial top ten super bowl commercial time,audi's green car superbowl commercial ranks among the top ten super bowl commercials of all time
90,recording artist michael marisa help bullying victim amazing song video,A recording artist named michael marisa aids a bullying victim through an amazing song video.
